STY [mgMeOH h-1 gcat-1],Metal Loading [wt.%],CR Metal [pm],Electronegativity of Metal,MW Support 1 [g mol-1],MW of Support 2 [g mol-1],MW Support 3 [g mol-1],Total MW of Support [g mol-1],Electronegativity of P1,CR P1 [pm],first ionization energy P1[KJ/mol],electron affinity P1[KJ/mol],Promoter 1 loading [wt.%],Promoter1_band_gap,Promoter 2 loading [wt.%],Calcination Temperature [K],Calcination duration [h],SBET [m2 g-1],H2/CO2 [-],GHSV [cm3 h-1 gcat-1],Catalyst amount [g],Pressure [Mpa],Temperature [K],Family_band_gap,Family_density,Family_volume,Family_formation_energy_per_atom,Family_total_magnetization_normalized_vol,Family_density_atomic,Family_total_magnetization,Family_a,Family_b,Family_c,Family_alpha,Family_beta,Family_gamma,Family_volume.1,Support1_band_gap,Support1_density,Support1_volume,Support1_formation_energy_per_atom,Support1_total_magnetization_normalized_vol,Support1_density_atomic,Support1_total_magnetization,Support1_a,Support1_b,Support1_c,Support1_alpha,Support1_beta,Support1_gamma,Support1_volume.1,Support2_band_gap,Support2_density,Support2_volume,Support2_formation_energy_per_atom,Support2_total_magnetization_normalized_vol,Support2_density_atomic,Support2_total_magnetization,Support2_a,Support2_b,Support2_c,Support2_alpha,Support2_beta,Support2_gamma,Support2_volume.1,Promoter1_density,Promoter1_volume,Promoter1_formation_energy_per_atom,Promoter1_total_magnetization_normalized_vol,Promoter1_density_atomic,Promoter1_total_magnetization,Promoter1_a,Promoter1_b,Promoter1_c,Promoter1_alpha,Promoter1_beta,Promoter1_gamma,Promoter1_volume.1
6.72,28,138,1.9,123.22,0,0,123.22,0,,,,0,0,0,623,3,179,3,10800,0.5,2,523,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,0.4,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
6.6,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,0.4,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
6.36,100,144,1.78,0,0,0,0,0,,,,0,0,0,723,3,76.4,3,24000,0.1,2,493,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34,33,138,1.9,81.38,101.96,0,183.34,3.04,75,1402.3,7,16,0,0,623,5,50.8,3,2240,0.5,3,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34,5,131,2.2,242.64,0,0,242.64,0,,,,0,0,0,623,3,18,3,3600,0.5,2,448,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,4.788545172,212.6059469,-2.384588291,0.000360572,11.81144149,0.0766597,3.537957,5.445356,11.035616,90,90,90,212.6059469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,10,503,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
6.07,7,131,2.2,40.11,0,0,40.11,1.9,138,745.5,118.4,2,0,5,773,3,29,9,7500,0.8,0.1,498,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.7307,1.718849313,170.4733843,0.720377561,1.86E-06,21.30917304,0.0003164,5.594933975,5.594933975,5.594934695,97.3026354,97.3026354,97.30263001,170.4733843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,3,533,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
5.8,4,131,2.2,60,0,0,60,0,,,,0,0,0,673,4,417,3,5400,0.1,0.1,673,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.67,9,144,1.78,172.12,0,0,172.12,0,,,,0,0,0,623,3,28,3,6000,0.2,0.1,523,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,4.74,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,13.6,9,2000,0.5,7,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,10,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
5.4,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,36,443,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
5.28,13.79,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,6.7,9,2000,0.5,7,453,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.07,6,131,2.2,40.11,0,0,40.11,1.9,138,745.5,118.4,3,0,5,773,3,23,9,7500,0.8,0.1,548,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.7307,1.718849313,170.4733843,0.720377561,1.86E-06,21.30917304,0.0003164,5.594933975,5.594933975,5.594934695,97.3026354,97.3026354,97.30263001,170.4733843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.91,131,2.2,172.12,0,0,172.12,0,,,,0,0,0,573,5,22.1,3,2000,0.3,3,513,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.97,100,144,1.78,0,0,0,0,0,,,,0,0,0,723,3,72.9,4,21000,0.2,5,473,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.96,5,131,2.2,242.64,0,0,242.64,1.65,131,906.4,0,13.78,0,0,623,3,21,3,3600,0.5,2,448,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,4.788545172,212.6059469,-2.384588291,0.000360572,11.81144149,0.0766597,3.537957,5.445356,11.035616,90,90,90,212.6059469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519443,43.33334257,0.007402095,0,14.44444752,0,2.618536651,2.618536651,7.471915505,79.36667029,100.6333297,120.0394772,43.33334257
4.89,2.76,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,17.6,9,2000,0.5,7,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.83,5,131,2.2,79.86,0,0,79.86,1.65,131,906.4,0,13.78,0,0,623,3,44,3,3600,0.5,2,448,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,5.116204652,424.9611675,-2.740159896,1.01E-06,10.11812304,0.0004312,6.705412,6.803821163,10.42604434,94.7869228,105.5817258,109.1829883,424.9611675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.519443,43.33334257,0.007402095,0,14.44444752,0,2.618536651,2.618536651,7.471915505,79.36667029,100.6333297,120.0394772,43.33334257
4.82,100,144,1.78,0,0,0,0,0,,,,0,0,0,573,3,112,3,9000,1,4,473,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.69,4,131,2.2,79.86,60.08,0,139.94,0,,,,0,0,0,673,4,251,3,5400,0.1,0.1,553,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,5.116204652,424.9611675,-2.740159896,1.01E-06,10.11812304,0.0004312,6.705412,6.803821163,10.42604434,94.7869228,105.5817258,109.1829883,424.9611675,0.0905,1.759911521,2018.092877,-2.710095835,0.001328578,18.68604516,2.6811936,14.12898467,14.12898467,12.41564161,73.57255001,73.57255001,59.44912845,2018.092877,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,10,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
4.56,2,131,2.2,60.08,0,0,60.08,1.9,138,745.5,118.4,9,0,0,723,5,304,1,3600,0.2,4.1,523,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.0905,1.759911521,2018.092877,-2.710095835,0.001328578,18.68604516,2.6811936,14.12898467,14.12898467,12.41564161,73.57255001,73.57255001,59.44912845,2018.092877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584
4.55,6,131,2.2,40.11,0,0,40.11,1.9,138,745.5,118.4,3,0,5,773,3,23,9,7500,0.8,0.1,523,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.7307,1.718849313,170.4733843,0.720377561,1.86E-06,21.30917304,0.0003164,5.594933975,5.594933975,5.594934695,97.3026354,97.3026354,97.30263001,170.4733843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.52,7.54,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,9.8,9,2000,0.5,7,453,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,10,533,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
4.4,1.96,131,2.2,172.12,0,0,172.12,0,,,,0,0,0,573,5,106.3,3,2000,0.3,3,473,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0,6.779455929,455.8922747,-3.795988284,0.008774002,14.70620241,3.9999999,6.728971915,6.748655946,10.24659173,96.16579217,90.12123808,99.7133345,455.8922747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,3,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
4.3,57,138,1.9,101.96,0,0,101.96,1.31,130,737.7,0,21.5,0,0,673,4,181,3.8,10588.24,0.17,3,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.18,100,144,1.78,0,0,0,0,0,,,,0,0,0,573,3,112,3,9000,1,4,473,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.07,10,131,2.2,40.11,0,0,40.11,0,,,,0,0,5,773,3,29,9,7500,0.8,0.1,473,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.7307,1.718849313,170.4733843,0.720377561,1.86E-06,21.30917304,0.0003164,5.594933975,5.594933975,5.594934695,97.3026354,97.3026354,97.30263001,170.4733843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,0.4,443,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
3.86,100,144,1.78,0,0,0,0,0,,,,0,0,0,573,3,112,4,9000,1,4,473,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,0.4,503,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
3.6,0.5,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,24.4,9,2000,0.5,7,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.53,7,131,2.2,40.11,0,0,40.11,1.9,138,745.5,118.4,2,0,5,773,3,29,9,7500,0.8,0.1,473,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.7307,1.718849313,170.4733843,0.720377561,1.86E-06,21.30917304,0.0003164,5.594933975,5.594933975,5.594934695,97.3026354,97.3026354,97.30263001,170.4733843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.43,100,144,1.78,0,0,0,0,0,,,,0,0,0,573,3,112,2,9000,1,4,473,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.42,13.79,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,6.7,9,2000,0.5,7,433,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4,4.74,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,13.6,9,2000,0.5,7,453,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39,13.79,138,1.9,81.38,0,0,81.38,0,,,,0,0,0,623,4,6.7,9,4000,0.5,7,453,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0.4516,5.50814457,49.08434295,-1.347222578,1.63E-08,12.27108574,8.00E-07,3.205217816,3.205217816,5.516927,90,90,119.9999962,49.08434295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.36,8.5,144,1.78,123.22,0,0,123.22,1.91,121,737.1,112,4.87,0,7.14,623,3,98,3,6000,0.25,0.5,523,0.7627,7.431383516,248.148913,-1.825650498,4.03E-09,12.40744565,1.00E-06,5.52743787,5.62034609,7.9877681,90,90,90,248.148913,0.0373,5.602303597,703.4328614,-3.550562183,0.005684799,11.92259087,3.9988746,8.165203,8.170586139,11.16642157,98.56666411,107.0778823,89.9697413,703.4328614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.196826321,10.5974257,0.11925923,0.062056996,10.5974257,0.6576444,2.396665497,2.396665497,2.396665497,109.4712206,109.4712206,109.4712206,10.5974257
3.3,18,138,1.9,101.96,0,0,101.96,0,,,,0,0,0,673,4,184,3.8,10588.24,0.17,0.4,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,184,3.8,10588.24,0.17,0.4,473,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
3.1,17.1,138,1.9,101.96,0,0,101.96,0.82,196,418.8,48.4,5,0,0,673,4,181,3.8,10588.24,0.17,0.4,553,0,9.20140094,11.46788584,0.03556281,0,11.46788584,0,2.462702208,2.462702208,2.462702208,107.8165304,107.8165304,112.8338417,11.46788584,0,3.061639523,634.3399986,-3.349636855,0.001894773,10.93689653,1.2019301,22.860096,5.651388,5.662634664,60.12364367,90,90,634.3399986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831875431,78.04564503,0.006930266,8.97E-09,78.04564503,7.00E-07,4.79683247,4.796832151,4.79683285,60.00000261,60.00000486,59.99999674,78.04564503
3.1,10,131,2.2,40.11,0,0,40.11,0,,,,0,0,5,773,3,29,9,7500,0.8,0.1,548,0,11.72895427,60.26609479,0.015005062,0.026740467,15.0665237,1.6115435,2.76256126,2.762562078,9.11839409,90,90,119.9999778,60.26609479,0.7307,1.718849313,170.4733843,0.720377561,1.86E-06,21.30917304,0.0003164,5.594933975,5.594933975,5.594934695,97.3026354,97.3026354,97.30263001,170.4733843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
